Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
4843694;Amoxicilina + Ácido clavulânico;Amoxicilina + Ácido Clavulânico Hikma 2000+200 mg Pó para Solução para Perfusão;Pó para solução para perfusão;2000;mg + 200 mg;3;unidade(s);50021796;11.70;False comercializado;True;;;;;
4843595;Amoxicilina + Ácido clavulânico;Amoxicilina + Ácido Clavulânico Hikma 2000+200 mg Pó para Solução para Perfusão;Pó para solução para perfusão;2000;mg + 200 mg;3;unidade(s);50021796;11.70;False comercializado;True;;;;;
2622983;Fluticasona;Asmatil Diskus;Pó para inalação;250;µg/dose;1;unidade(s) - 28 dose(s);50002562;11.70;False comercializado;False;;;;;
5125737;Donepezilo;Donepezilo Azevedos;Comprimido revestido por película;10;mg;7;unidade(s);50045920;11.70;False comercializado;True;;;;;
5024021;Donepezilo;Donepezilo Lixben;Comprimido revestido por película;10;mg;7;unidade(s);50045920;11.70;False comercializado;True;;;;;
5187463;Vacina contra a gripe;Intanza;Suspensão injetável;9;µg + 9 µg + 9 µg;1;unidade(s) - .1 ml;50132768;11.70;False comercializado;False;;;;;
4472080;Lidocaína;Xilonibsa Spray 10%;Solução para pulverização bucal;100;mg/ml;1;unidade(s) - 50 ml;50017918;11.70;Comercializado;False;;;;;
5368212;Candesartan;Candesartan Alter;Comprimido;4;mg;30;unidade(s);50002830;11.71;False comercializado;True;;;;;
5367974;Candesartan;Candesartan Bluepharma;Comprimido;4;mg;30;unidade(s);50002830;11.71;False comercializado;True;;;;;
5342423;Candesartan;Candesartan Generis;Comprimido;4;mg;30;unidade(s);50002830;11.71;False comercializado;True;;;;;
5822085;Losartan;Losartan 1Apharma;Comprimido revestido por película;50;mg;56;unidade(s);50006312;11.71;False comercializado;True;;;;;
5121363;Losartan;Losartan Lazulide;Comprimido revestido por película;50;mg;56;unidade(s);50006312;11.71;False comercializado;True;;;;;
5184155;Losartan;Losartan Rominguer;Comprimido revestido por película;50;mg;56;unidade(s);50006312;11.71;False comercializado;True;;;;;
4061586;Etinilestradiol + Norelgestromina;Evra;Sistema transdérmico;33.9;µg/24 h + 203 µg/24 h;3;unidade(s);50163230;11.72;Comercializado;False;;;;;
8777300;Tibolona;Livial;Comprimido;2.5;mg;28;unidade(s);50011774;11.72;Comercializado;False;;;;;
3675287;Indapamida;Tandix L.P.;Comprimido de libertação prolongada;1.5;mg;90;unidade(s);50008447;11.72;False comercializado;False;;;;;
3322591;Fluvastatina;Cardiol XL;Comprimido de libertação prolongada;80;mg;28;unidade(s);50026666;11.74;False comercializado;False;;;;;
5660667;Duloxetina;Duloxetina Labesfal;Cápsula gastrorresistente;60;mg;28;unidade(s);50109103;11.74;False comercializado;True;;;;;
5715156;Enalapril + Lercanidipina;Enalapril + Lercanidipina Ciclum;Comprimido revestido por película;20;mg + 10 mg;56;unidade(s);50116347;11.74;False comercializado;True;;;;;
3264892;Fluvastatina;Lescol XL;Comprimido de libertação prolongada;80;mg;28;unidade(s);50026666;11.74;False comercializado;False;;;;;
5328125;Telmisartan;Meldoc;Comprimido;80;mg;28;unidade(s);50019392;11.74;False comercializado;True;;;;;
5705827;Olmesartan medoxomilo + Hidroclorotiazida;Olmesartan medoxomilo + Hidroclorotiazida Generis Phar;Comprimido revestido por película;40;mg + 12.5 mg;56;unidade(s);50119990;11.74;False comercializado;True;;;;;
5705868;Olmesartan medoxomilo + Hidroclorotiazida;Olmesartan medoxomilo + Hidroclorotiazida Generis Phar;Comprimido revestido por película;40;mg + 25 mg;56;unidade(s);50120018;11.74;False comercializado;True;;;;;
5911987;Olmesartan medoxomilo + Hidroclorotiazida;Olsar Plus;Comprimido revestido por película;20;mg + 12.5 mg;56;unidade(s);50109855;19.21;Comercializado;False;;;;;
5912381;Olmesartan medoxomilo + Hidroclorotiazida;Olsar Plus;Comprimido revestido por película;20;mg + 25 mg;56;unidade(s);50110179;19.21;Comercializado;False;;;;;
5389754;Telmisartan;Telmisartan Ranbaxy;Comprimido;80;mg;28;unidade(s);50019392;11.74;False comercializado;True;;;;;
5269634;Telmisartan;Telmisartan Teva;Comprimido;80;mg;28;unidade(s);50019392;11.74;False comercializado;True;;;;;
5423652;Telmisartan;Telmisartan Teva;Comprimido;80;mg;28;unidade(s);50019392;11.74;False comercializado;True;;;;;
4730685;Olmesartan medoxomilo;Olsar 40 mg;Comprimido revestido por película;40;mg;14;unidade(s);50104861;11.75;False comercializado;False;;;;;
5622667;Fluticasona + Salmeterol;Airflusal Forspiro;Pó para inalação em recipiente unidose;250;µg/dose + 50 µg/dose;1;unidade(s) - 60 dose(s);50091506;37.92;Comercializado;False;;;;;
5668207;Olmesartan medoxomilo;Olmesartan medoxomilo Generis Phar;Comprimido revestido por película;40;mg;28;unidade(s);50104870;11.76;Temporariamente indisponível;True;;;;;
5341946;Olmesartan medoxomilo;Olmesartan medoxomilo Teva;Comprimido revestido por película;40;mg;28;unidade(s);50104870;11.76;False comercializado;True;;;;;
5680434;Pioglitazona;Pioglitazona Aurovitas;Comprimido;30;mg;28;unidade(s);50021451;11.76;False comercializado;True;;;;;
5112081;Ciproterona;Ciproterona Generis 50 mg Comprimidos;Comprimido;50;mg;50;unidade(s);50038591;18.68;Comercializado;True;;;;;
3789989;Pravastatina;Pravacol;Comprimido;40;mg;30;unidade(s);50014277;14.10;Comercializado;False;;;;;
5648936;Pregabalina;Pregabalina Labesfal;Cápsula;225;mg;56;unidade(s);50110640;42.24;Comercializado;True;;;;;
3341187;Pravastatina;Sanaprav;Comprimido;40;mg;30;unidade(s);50014277;14.10;Comercializado;False;;;;;
2966083;Valaciclovir;Valtrex;Comprimido revestido por película;250;mg;20;unidade(s);50023926;11.77;False comercializado;False;;;;;
5373345;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida Krka;Comprimido revestido por película;300;mg + 25 mg;28;unidade(s);50044010;11.78;False comercializado;True;;;;;
5071865;Risperidona;Risperidona Bluepharma;Comprimido revestido por película;6;mg;20;unidade(s);50040758;11.78;False comercializado;True;;;;;
5372040;Irbesartan + Hidroclorotiazida;Ifirmacombi;Comprimido revestido por película;300;mg + 12.5 mg;28;unidade(s);50019260;11.79;False comercializado;True;;;;;
5429709;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida Mepha;Comprimido revestido por película;300;mg + 12.5 mg;28;unidade(s);50019260;11.79;False comercializado;True;;;;;
5429014;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida ratiopharm;Comprimido revestido por película;300;mg + 12.5 mg;28;unidade(s);50019260;11.79;False comercializado;True;;;;;
5702923;Rosuvastatina;Rosuvastatina toLife;Comprimido revestido por película;5;mg;60;unidade(s);50042041;11.79;False comercializado;True;;;;;
5296686;Lansoprazol;Lansoprazol Tetrafarma 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30;mg;56;unidade(s);50000853;13.63;Comercializado;True;;;;;
5080817;Ropinirol;Requip LP;Comprimido de libertação prolongada;8;mg;28;unidade(s);50048899;32.57;Comercializado;False;;;;;
5552534;Diosmina;Venex Forte;Comprimido revestido;450;mg;40;unidade(s);50133233;11.80;Temporariamente indisponível;False;;;;;
5709001;Perindopril + Amlodipina;Coartil;Comprimido;8;mg + 10 mg;30;unidade(s);50129066;11.81;Comercializado;False;;;;;
4659991;Diltiazem;Etizem;Cápsula de libertação prolongada;300;mg;30;unidade(s);50007114;16.45;False comercializado;False;;;;;
5711874;Hidrocortisona;Softacort;Colírio. solução em recipiente unidose;3.35;mg/ml;30;unidade(s) - .4 ml;50167219;11.81;False comercializado;False;;;;;
5704432;Ácido acetilsalicílico + Atorvastatina + Ramipril;Trinomia;Cápsula;100;mg + 40 mg + 5 mg;14;unidade(s);50165666;11.81;False comercializado;False;;;;;
5193859;Acetato de eslicarbazepina;Zebinix;Comprimido;800;mg;30;unidade(s);50117246;118.29;Comercializado;False;;;;;
5292412;Irbesartan;Irbesartan Aristo;Comprimido revestido por película;300;mg;30;unidade(s);50002279;11.84;False comercializado;True;;;;;
4609699;Clindamicina;Clindamicina Labesfal;Cápsula;150;mg;88;unidade(s);50005456;11.85;False comercializado;False;;;;;
5604236;Brometo de umeclidínio;Incruse;Pó para inalação em recipiente unidose;55;µg;1;unidade(s) - 30 dose(s);50144014;38.22;Comercializado;False;;;;;
5658661;Perindopril;Perindopril Cinfa;Comprimido;4;mg;60;unidade(s);50137611;11.85;False comercializado;True;;;;;
9494716;Indapamida;Tandix;Comprimido revestido;2.5;mg;60;unidade(s);50008412;11.85;False comercializado;False;;;;;
5667233;Bisoprolol + Perindopril;Asembix;Comprimido revestido por película;10;mg + 5 mg;30;unidade(s);50156403;11.86;False comercializado;False;;;;;
5096896;Terbinafina;Terbinafina Almus;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5509781;Terbinafina;Terbinafina Arrowblue 250 mg Comprimidos;Comprimido;250;mg;28;unidade(s);50010930;18.16;False comercializado;True;;;;;
5309885;Terbinafina;Terbinafina Aurovitas;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5339684;Terbinafina;Terbinafina Generis 250 mg Comprimidos;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5027883;Terbinafina;Terbinafina Germed 250 mg Comprimidos;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5588116;Terbinafina;Terbinafina ratiopharm 250 mg comprimidos;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5435284;Terbinafina;Terbinafina Sandoz 250 mg Comprimidos;Comprimido;250;mg;28;unidade(s);50010930;18.16;Comercializado;True;;;;;
5704580;Lansoprazol;Lansoprazol Decafarma;Cápsula gastrorresistente;30;mg;20;unidade(s);50000837;11.87;False comercializado;True;;;;;
5677604;Rasagilina;Rasagilina Labesfal;Comprimido;1;mg;10;unidade(s);50106279;11.88;False comercializado;True;;;;;
4839684;Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio;Endofalk;Pó para solução oral;#VALOR!;#VALOR!;6;unidade(s);50139142;11.89;Comercializado;False;;;;;
5623046;Olmesartan medoxomilo;Olmesartan medoxomilo Aurobindo;Comprimido revestido por película;40;mg;56;unidade(s);50104888;22.10;Comercializado;True;;;;;
5671763;Olmesartan medoxomilo;Olmesartan medoxomilo Aurovitas;Comprimido revestido por película;40;mg;56;unidade(s);50104888;22.10;Comercializado;True;;;;;
4428587;Omeprazol;Omeprazol Bluepharma;Cápsula gastrorresistente;20;mg;28;unidade(s);50008706;11.89;False comercializado;True;;;;;
5049523;Fluconazol;Fluconazol Basi;Cápsula;200;mg;14;unidade(s);50006797;43.00;Comercializado;True;;;;;
5383625;Levetiracetam;Levetiracetam Farmoz;Comprimido revestido por película;500;mg;60;unidade(s);50027778;25.99;Comercializado;True;;;;;
5403936;Levetiracetam;Levetiracetam ratiopharm;Comprimido revestido por película;500;mg;60;unidade(s);50027778;25.99;Comercializado;True;;;;;
5350459;Naproxeno + Esomeprazol;Vimovo;Comprimido de libertação modificada;500;mg + 20 mg;30;unidade(s);50120182;11.90;Comercializado;False;;;;;
5729462;Ácido fólico;Balfolic;Comprimido;400;µg;120;unidade(s);;11.91;False comercializado;False;;;;;
5659370;Tropicamida + Fenilefrina + Lidocaína;Mydrane;Solução injetável;#VALOR!;#VALOR!;1;unidade(s) - .6 ml;50154460;11.91;False comercializado;False;;;;;
2841989;Enoxaparina sódica;Lovenox;Solução injetável;80;mg/0.8 ml;6;unidade(s) - .8 ml;50091301;38.46;Comercializado;False;;;;;
9768424;Fluoxetina;Psipax;Cápsula;20;mg;60;unidade(s);50006908;13.22;Comercializado;False;;;;;
5709522;Sinvastatina + Ezetimiba;Sinvastatina + Ezetimiba Sandoz;Comprimido;10;mg + 10 mg;14;unidade(s);50107704;11.92;False comercializado;True;;;;;
2576882;Lornoxicam;Acabel 4;Comprimido revestido por película;4;mg;100;unidade(s);50064096;11.93;False comercializado;False;;;;;
2808186;Lornoxicam;Bosporon;Comprimido revestido;4;mg;100;unidade(s);50064096;11.93;False comercializado;False;;;;;
2354884;Pantoprazol;Pantoc 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
4206587;Pantoprazol;Pantoc 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
2631083;Pantoprazol;Pantoprazol Altan;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
4412789;Pantoprazol;Pantoprazol Altan;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
5627138;Ácido acetilsalicílico + Atorvastatina + Ramipril;Trinomia;Cápsula;100;mg + 20 mg + 10 mg;28;unidade(s);50150448;18.94;Comercializado;False;;;;;
2357481;Pantoprazol;Zurcal 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
4207189;Pantoprazol;Zurcal 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;11.93;False comercializado;False;;;;;
5252671;Ciprofloxacina;Ciprofloxacina Krka;Comprimido revestido por película;750;mg;12;unidade(s);50033999;11.94;False comercializado;True;;;;;
3900784;Frovatriptano;Dorlise;Comprimido revestido por película;2.5;mg;3;unidade(s);50101528;11.94;False comercializado;False;;;;;
5119029;Fluvastatina;Fluvastatina Bluepharma;Comprimido de libertação prolongada;80;mg;56;unidade(s);50026682;11.94;False comercializado;True;;;;;
3900180;Frovatriptano;Migard;Comprimido revestido por película;2.5;mg;3;unidade(s);50101528;11.94;False comercializado;False;;;;;
5166277;Citalopram;Zitolex;Comprimido revestido por película;20;mg;56;unidade(s);50040022;11.94;False comercializado;True;;;;;
8741702;Fluconazol;Diflucan;Solução para perfusão;2;mg/ml;1;unidade(s) - 50 ml;50006819;11.95;Comercializado;False;;;;;
5470570;Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;5;mg;60;unidade(s);50042041;18.97;False comercializado;True;;;;;
5476064;Brometo de glicopirrónio;Seebri Breezhaler;Pó para inalação. cápsula;44;µg;30;unidade(s);50123696;38.56;Comercializado;False;;;;;
5476148;Brometo de glicopirrónio;Tovanor Breezhaler;Pó para inalação. cápsula;44;µg;30;unidade(s);50123696;38.56;Comercializado;False;;;;;
5816285;Alprazolam;Xanax Xr;Comprimido de libertação modificada;2;mg;60;unidade(s);50017810;15.68;Comercializado;False;;;;;
5400379;Amorolfina;Amorolfina Bluepharma;Verniz para as unhas medicamentoso;50;mg/ml;1;unidade(s) - 5 ml;50011804;18.45;Comercializado;True;;;;;
5062062;Desmopressina;Desmopressina Fohr;Comprimido;0.2;mg;15;unidade(s);50027409;11.96;False comercializado;True;;;;;
5412853;Escitalopram;Escitalopram Azevedos;Comprimido revestido por película;10;mg;30;unidade(s);50036319;11.96;False comercializado;True;;;;;
5412473;Escitalopram;Escitalopram Basi;Comprimido revestido por película;10;mg;30;unidade(s);50036319;11.96;False comercializado;True;;;;;
5412663;Escitalopram;Escitalopram Bluepharma;Comprimido revestido por película;10;mg;30;unidade(s);50036319;11.96;False comercializado;True;;;;;
5416334;Levetiracetam;Levetiracetam Actavis;Comprimido revestido por película;250;mg;60;unidade(s);50027689;18.81;Temporariamente indisponível;True;;;;;
5458872;Amorolfina;Linospro;Verniz para as unhas medicamentoso;50;mg/ml;1;unidade(s) - 5 ml;50011804;18.45;Comercializado;True;;;;;
5105200;Olanzapina;Olanzapina TAD;Comprimido orodispersível;5;mg;28;unidade(s);50021338;11.97;False comercializado;True;;;;;
5235569;Pantoprazol;Pantoprazol Germed;Comprimido gastrorresistente;40;mg;60;unidade(s);50002325;13.91;Temporariamente indisponível;True;;;;;
5043229;Pantoprazol;Pantoprazol KRKA;Comprimido gastrorresistente;40;mg;60;unidade(s);50002325;13.91;Comercializado;True;;;;;
5082821;Pantoprazol;Pantoprazol Tetrafarma;Comprimido gastrorresistente;40;mg;60;unidade(s);50002325;13.91;Comercializado;True;;;;;
5218086;Ranelato de estrôncio;Osseor;Granulado para suspensão oral;2;g;28;unidade(s);50106376;38.63;False comercializado;False;;;;;
5218482;Ranelato de estrôncio;Protelos;Granulado para suspensão oral;2;g;28;unidade(s);50106376;38.63;False comercializado;False;;;;;
5203518;Sildenafil;Sildenafil Jaba;Comprimido revestido por película;25;mg;4;unidade(s);50017497;11.98;Comercializado;True;;;;;
5348446;Omeprazol;Omeprazol Svan;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;11.99;False comercializado;True;;;;;
5605027;Sildenafil;Sildenafil Aurobindo;Comprimido revestido por película;50;mg;4;unidade(s);50017543;12.00;Comercializado;True;;;;;
5480207;Sildenafil;Sildenafil Bluefish;Comprimido revestido por película;25;mg;4;unidade(s);50017497;12.00;False comercializado;True;;;;;
5706734;Travoprost;Vizitrav;Colírio. solução;0.04;mg/ml;1;unidade(s) - 2.5 ml;50101439;12.00;False comercializado;False;;;;;
4287785;Atenolol;Atenolol Bluepharma;Comprimido;100;mg;100;unidade(s);50003119;12.02;False comercializado;True;;;;;
5495536;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Teva;Comprimido;16;mg + 12.5 mg;56;unidade(s);50024981;12.02;False comercializado;True;;;;;
5051727;Olanzapina;Olanzapina Ciclum;Comprimido revestido por película;10;mg;7;unidade(s);50018744;12.02;False comercializado;True;;;;;
5046479;Olanzapina;Olanzapina Cinfa;Comprimido;10;mg;7;unidade(s);50018744;12.02;False comercializado;True;;;;;
5178553;Olanzapina;Olanzapina Mylan;Comprimido revestido por película;10;mg;7;unidade(s);50018744;12.02;False comercializado;True;;;;;
5317839;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Anova;Comprimido;16;mg + 12.5 mg;30;unidade(s);50024973;12.03;False comercializado;True;;;;;
5318035;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Farmoz;Comprimido;16;mg + 12.5 mg;30;unidade(s);50024973;12.03;False comercializado;True;;;;;
9515841;Vinburnina;Cervoxan;Cápsula;40;mg;60;unidade(s);50067940;19.10;Comercializado;False;;;;;
5711585;Formoterol;Formoterol Novolizer;Pó para inalação;6;µg/dose;1;unidade(s) - 60 dose(s);50063502;12.03;False comercializado;False;;;;;
5257209;Pantoprazol;Pantoprazol Bluefish;Comprimido gastrorresistente;40;mg;56;unidade(s);50002325;13.84;Comercializado;True;;;;;
5099015;Pantoprazol;Pantoprazol Cinfa;Comprimido gastrorresistente;40;mg;56;unidade(s);50002325;13.84;Temporariamente indisponível;True;;;;;
5198346;Pantoprazol;Pantoprazol Labesfal;Comprimido gastrorresistente;40;mg;56;unidade(s);50002325;13.84;Comercializado;True;;;;;
5044573;Pantoprazol;Pantoprazol Ombene;Comprimido gastrorresistente;40;mg;56;unidade(s);50002325;13.84;Temporariamente indisponível;True;;;;;
3382280;Tramadol;Travex Long 150 mg;Comprimido de libertação prolongada;150;mg;30;unidade(s);50138847;12.03;False comercializado;False;;;;;
8767228;Cefuroxima;Zipos;Comprimido revestido por película;500;mg;14;unidade(s);50018302;12.04;False comercializado;False;;;;;
8720425;Cefuroxima;Zoref;Comprimido revestido por película;500;mg;14;unidade(s);50018302;12.04;False comercializado;False;;;;;
5674023;Finasterida;Finasterida DNA Pharma;Comprimido revestido por película;5;mg;56;unidade(s);50003488;12.05;False comercializado;True;;;;;
5671573;Finasterida;Finasterida PLS;Comprimido revestido por película;5;mg;56;unidade(s);50003488;12.05;False comercializado;True;;;;;
5689336;Dutasterida;Dutasterida Bluepharma;Cápsula mole;0.5;mg;60;unidade(s);50104276;19.10;Temporariamente indisponível;True;;;;;
5414123;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;24;mg;7;unidade(s);50058207;12.06;False comercializado;True;;;;;
5414156;Galantamina;Galantamina Mylan;Cápsula de libertação prolongada;24;mg;7;unidade(s);50058207;12.06;False comercializado;True;;;;;
5617360;Budesonida + Formoterol;Gibiter Easyhaler;Pó para inalação;160;µg/dose + 4.5 µg/dose;1;unidade(s) - 120 dose(s);50147137;38.93;Comercializado;False;;;;;
5617410;Budesonida + Formoterol;Gibiter Easyhaler;Pó para inalação;320;µg/dose + 9 µg/dose;1;unidade(s) - 60 dose(s);50147455;38.93;Comercializado;False;;;;;
5284146;Pantoprazol;Pantoprazol Anova;Comprimido gastrorresistente;40;mg;56;unidade(s);50002325;12.07;False comercializado;True;;;;;
5463211;Tramadol;Tramadol Mylan;Comprimido de libertação prolongada;100;mg;60;unidade(s);50016784;12.07;False comercializado;True;;;;;
5463328;Tramadol;Tramadol Mylan;Comprimido de libertação prolongada;100;mg;60;unidade(s);50016784;12.07;False comercializado;True;;;;;
5063201;Valsartan + Hidroclorotiazida;Valsartan + Hidroclorotiazida Generis;Comprimido revestido por película;80;mg + 12.5 mg;56;unidade(s);50006061;12.07;False comercializado;True;;;;;
4790580;Claritromicina;Claritromicina Bluepharma;Comprimido revestido;500;mg;20;unidade(s);50023101;12.08;False comercializado;True;;;;;
5714498;Ácido aminocapróico;Epsicaprom;Pó para solução oral;3000;mg;20;unidade(s);50071734;19.18;Comercializado;False;;;;;
5646179;Omeprazol;Omeprazol Cinfa;Cápsula gastrorresistente;20;mg;28;unidade(s);50008706;12.08;False comercializado;True;;;;;
5646229;Omeprazol;Omeprazol Cinfa;Cápsula gastrorresistente;20;mg;28;unidade(s);50008706;12.08;False comercializado;True;;;;;
5702964;Rosuvastatina;Rosuvastatina toLife;Comprimido revestido por película;20;mg;30;unidade(s);50037129;12.08;False comercializado;True;;;;;
5416870;Gabapentina;Gabapentina Anova;Comprimido;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5416862;Gabapentina;Gabapentina Anova;Comprimido;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5388152;Gabapentina;Gabapentina Sandoz;Comprimido revestido por película;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5734587;Gabapentina;Gabapentina Sasivan;Comprimido revestido por película;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5564687;Gabapentina;Gabapentina Teva;Comprimido revestido por película;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5564786;Gabapentina;Gabapentina Teva;Comprimido revestido por película;800;mg;50;unidade(s);50022415;12.09;False comercializado;True;;;;;
5293980;Lansoprazol;Lansoprazol Alter 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30;mg;56;unidade(s);50000853;13.92;Comercializado;True;;;;;
4206884;Pantoprazol;Apton 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;12.10;False comercializado;False;;;;;
2357689;Pantoprazol;Apton 40 mg;Comprimido gastrorresistente;40;mg;28;unidade(s);50002317;12.10;False comercializado;False;;;;;
5490743;Donepezilo;Donepezilo Germed;Comprimido orodispersível;10;mg;7;unidade(s);50043676;12.10;False comercializado;True;;;;;
3768884;Tramadol;Travex Long 400 mg;Comprimido de libertação prolongada;400;mg;20;unidade(s);50023861;19.20;Comercializado;False;;;;;
5097639;Losartan;Losartan Mylan;Comprimido revestido por película;100;mg;56;unidade(s);50032470;17.66;Comercializado;True;;;;;
5423918;Rivaroxabano;Xarelto;Comprimido revestido por película;15;mg;14;unidade(s);50123220;39.05;Comercializado;False;;;;;
5632716;Aripiprazol;Aripiprazol Tolife;Comprimido;15;mg;14;unidade(s);50102206;25.67;Comercializado;True;;;;;
5495544;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Teva;Comprimido;32;mg + 25 mg;14;unidade(s);50052454;12.13;False comercializado;True;;;;;
5368311;Candesartan;Candesartan Alter;Comprimido;16;mg;30;unidade(s);50003003;12.13;False comercializado;True;;;;;
5368071;Candesartan;Candesartan Bluepharma;Comprimido;16;mg;30;unidade(s);50003003;12.13;False comercializado;True;;;;;
5342621;Candesartan;Candesartan Generis;Comprimido;16;mg;30;unidade(s);50003003;12.13;False comercializado;True;;;;;
5380845;Atorvastatina;Divastina;Comprimido revestido por película;10;mg;56;unidade(s);50018019;13.50;Temporariamente indisponível;True;;;;;
5646898;Mirtazapina;Mirtazapina Almus;Comprimido revestido por película;15;mg;56;unidade(s);50014536;12.13;False comercializado;True;;;;;
5652490;Mirtazapina;Mirtazapina Farmoz 15 mg Comprimidos;Comprimido revestido por película;15;mg;56;unidade(s);50014536;12.13;False comercializado;True;;;;;
5658398;Mirtazapina;Mirtazapina ToLife 15 mg Comprimidos;Comprimido revestido por película;15;mg;56;unidade(s);50014536;12.13;False comercializado;True;;;;;
5392162;Atorvastatina;Atorvastatina Aristo;Comprimido revestido por película;40;mg;20;unidade(s);50018183;12.14;False comercializado;True;;;;;
5644760;Beta-histina;Betaserc Odis;Comprimido orodispersível;24;mg;60;unidade(s);50152998;12.14;Comercializado;False;;;;;
5342738;Candesartan;Candesartan Generis;Comprimido;32;mg;56;unidade(s);50041304;18.41;Comercializado;True;;;;;
4594388;Doxazosina;Cardura GITS;Comprimido de libertação modificada;8;mg;30;unidade(s);50045989;12.14;False comercializado;False;;;;;
2134880;Terbinafina;Lamisil;Comprimido;125;mg;28;unidade(s);50010913;12.14;False comercializado;False;;;;;
5607007;Lansoprazol;Lansoprazol Zintem;Cápsula gastrorresistente;30;mg;28;unidade(s);50000845;12.14;False comercializado;False;;;;;
5064886;Pentoxifilina;Pentoxifilina Generis 400 mg Comprimidos de Libertação Modificada;Comprimido de libertação modificada;400;mg;120;unidade(s);50016962;12.14;False comercializado;True;;;;;
5065180;Pentoxifilina;Pentoxifilina Labesfal 400 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;400;mg;120;unidade(s);50016962;12.14;False comercializado;True;;;;;
3507183;Desloratadina;Aerius;Comprimido revestido por película;5;mg;50;unidade(s);50030558;12.15;False comercializado;False;;;;;
3509783;Desloratadina;Azomyr;Comprimido revestido por película;5;mg;50;unidade(s);50030558;12.15;False comercializado;False;;;;;
5318076;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Azevedos;Comprimido;8;mg + 12.5 mg;28;unidade(s);50019465;12.15;False comercializado;True;;;;;
5270442;Drospirenona + Etinilestradiol;Drospirenona + Etinilestradiol Generis;Comprimido revestido por película;3;mg + 0.02 mg;63;unidade(s);50043960;12.15;Comercializado;True;;;;;
2358190;Etodolac;Dualgan;Comprimido revestido;300;mg;60;unidade(s);50071114;19.29;Comercializado;False;;;;;
3508488;Desloratadina;Neoclarityn;Comprimido revestido por película;5;mg;50;unidade(s);50030558;12.15;False comercializado;False;;;;;
3761780;Metilfenidato;Ritalina LA;Cápsula de libertação modificada;20;mg;30;unidade(s);50031228;19.29;Comercializado;False;;;;;
5944889;Rotigotina;Neupro;Sistema transdérmico;8;mg/24 h;28;unidade(s);50112430;121.65;Comercializado;False;;;;;
5347224;Ropinirol;Ropinirol Sandoz;Comprimido de libertação prolongada;4;mg;21;unidade(s);50048872;12.16;False comercializado;True;;;;;
5548284;Alfuzosina;Alfuzosina Ciclum 5 mg Comprimidos;Comprimido de libertação prolongada;5;mg;60;unidade(s);50003534;12.17;False comercializado;True;;;;;
5811989;Alfuzosina;Alfuzosina Mylan;Comprimido de libertação prolongada;5;mg;60;unidade(s);50003534;12.17;False comercializado;True;;;;;
5380837;Atorvastatina;Divastina;Comprimido revestido por película;10;mg;30;unidade(s);50017977;12.17;False comercializado;True;;;;;
5178413;Glucosamina;Dolenio;Comprimido revestido por película;1500;mg;30;unidade(s);50053078;12.17;False comercializado;False;;;;;
